RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
47,108,20683,62,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
48,110,20864,64,74,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
49,112,21056,65,75,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
50,115,21243,67,79,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
51,117,21443,65,72,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
52,119,21622,64,68,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
53,121,21826,62,72,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
54,123,22021,60,55,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
55,125,22222,62,59,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
56,125,,64,,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
57,127,22596,65,70,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
58,129,22777,67,70,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
59,130,22969,65,75,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
60,132,23162,64,69,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
61,134,23357,62,69,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
62,136,23549,60,72,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
63,138,23749,62,78,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
64,140,23941,64,74,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
65,142,24137,65,68,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
66,144,24351,67,81,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
67,146,26043,60,68,1,2,6,3,1,articulation,teaching,1_t_stim_a.png,1
1,17,9045,60,49,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
2,18,9241,62,67,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
3,20,9447,64,62,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
4,22,9633,65,70,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
5,24,9831,67,70,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
6,26,10010,65,63,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
7,28,10232,64,62,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
8,30,10423,62,69,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
9,33,10612,60,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
10,35,10813,62,69,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
11,37,11004,64,63,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
12,39,11190,65,75,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
13,41,11393,67,77,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
14,43,11587,65,68,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
15,43,,64,,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
16,45,11976,62,61,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
17,47,12150,60,69,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
18,48,12368,62,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
19,50,12561,64,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
20,52,12752,65,78,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
21,54,12950,67,80,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
22,56,13136,65,78,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
23,58,13345,64,71,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
24,60,13524,62,73,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
25,62,13726,60,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
26,65,13931,62,74,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
27,67,14120,64,79,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
28,69,14312,65,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
29,71,14498,67,86,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
30,73,14698,65,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
31,75,14893,64,71,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
32,77,15097,62,75,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
33,79,15320,60,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
34,81,18396,67,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
35,83,18593,65,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
36,85,18782,64,71,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
37,87,18975,62,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
38,89,19176,60,74,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
