"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"51","118","20508","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"52","120","20726","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"53","122","21305","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"54","124","21790","65","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"55","126","22007","65","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"56","128","22214","64","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"57","130","22427","64","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"58","132","23021","62","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"59","134","23533","67","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"60","136","23753","67","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"61","138","23953","71","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"62","140","24159","71","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"63","142","24364","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"64","144","24600","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"65","146","24808","73","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"66","148","25029","73","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"67","150","25562","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"68","152","26024","77","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"69","154","26484","76","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"70","156","26934","74","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"71","158","27346","72","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
